0.100000	6.295226	6.287107	0.001290
0.200000	6.318894	6.298888	0.003166
0.300000	6.358678	6.318523	0.006315
0.400000	6.415072	6.346012	0.010765
0.500000	6.488826	6.381355	0.016563
0.600000	6.580917	6.424552	0.023760
0.700000	6.692609	6.475603	0.032425
0.800000	6.825493	6.534507	0.042632
0.900000	6.981543	6.601266	0.054469
1.000000	7.163208	6.675879	0.068032
1.100000	7.373488	6.758346	0.083426
1.200000	7.616088	6.848667	0.100763
1.300000	7.895590	6.946841	0.120162
1.400000	8.217701	7.052870	0.141747
1.500000	8.589597	7.166753	0.165647
1.600000	9.020370	7.288489	0.191997
1.700000	9.521689	7.418080	0.220928
1.800000	10.108776	7.555525	0.252578
1.900000	10.801811	7.700823	0.287080
2.000000	11.628109	7.853976	0.324570
2.100000	12.625519	8.014982	0.365176
2.200000	13.848017	8.183843	0.409024
2.300000	15.375289	8.360557	0.456234
2.400000	17.330019	8.545125	0.506918
2.500000	19.911390	8.737547	0.561178
2.600000	23.465580	8.937823	0.619109
2.700000	28.651957	9.145953	0.680791
2.799999	36.900620	9.361938	0.746293
2.899999	52.002975	9.585775	0.815669
2.999999	88.410614	9.817468	0.888956
3.099999	297.297028	10.057014	0.966172
